label,dwell_seconds,velocity_magnitude,confidence,is_near_door,time_of_day_hour
anomaly,115.28,0.1,0.97,1.0,8.0
normal,19.99,1.61,0.76,0.0,6.0
normal,0.41,0.62,0.9,0.0,9.0
normal,2.06,1.06,0.84,0.0,6.0
normal,12.39,0.97,0.82,0.0,8.0
normal,2.99,0.94,0.86,0.0,16.0
normal,3.4,1.04,0.7,0.0,15.0
normal,9.32,1.35,0.86,0.0,22.0
normal,5.89,0.55,0.71,0.0,21.0
normal,8.14,1.26,0.97,0.0,16.0
normal,2.29,0.63,0.87,0.0,15.0
normal,4.4,1.5,0.87,0.0,20.0
normal,1.65,1.4,1.0,0.0,11.0
normal,4.79,1.05,0.74,0.0,20.0
normal,1.18,1.37,0.95,0.0,17.0
normal,1.11,1.43,0.92,0.0,13.0
normal,2.45,0.69,0.9,0.0,12.0
normal,7.1,1.73,0.87,0.0,14.0
normal,1.4,1.49,0.94,0.0,21.0
normal,14.57,0.76,0.75,0.0,10.0
normal,4.9,1.01,0.74,0.0,18.0
anomaly,0.77,1.24,0.88,0.0,23.0
normal,15.56,0.84,0.71,0.0,11.0
normal,7.73,1.4,0.95,0.0,21.0
normal,2.88,1.01,0.71,0.0,16.0
normal,11.07,1.27,0.97,0.0,16.0
normal,0.2,1.32,0.91,0.0,16.0
normal,0.15,1.76,0.98,0.0,10.0
anomaly,6.99,0.91,0.87,0.0,5.0
normal,1.05,1.32,0.96,0.0,15.0
normal,1.13,0.63,0.89,0.0,8.0
normal,2.11,1.19,0.71,0.0,15.0
normal,1.54,1.35,0.75,0.0,18.0
anomaly,31.4,0.27,0.67,0.0,10.0
normal,6.55,1.48,0.96,0.0,11.0
normal,0.05,1.41,0.79,0.0,15.0
normal,4.22,1.38,0.77,0.0,21.0
normal,7.14,1.12,0.82,0.0,10.0
normal,2.31,0.97,0.95,0.0,14.0
normal,8.17,1.53,0.81,0.0,15.0
normal,0.39,1.3,0.94,0.0,22.0
normal,1.59,1.23,0.77,0.0,10.0
normal,7.48,1.51,0.99,0.0,22.0
normal,0.64,0.94,0.86,0.0,22.0
anomaly,69.35,0.02,0.81,1.0,11.0
normal,5.46,1.33,0.81,0.0,11.0
normal,6.26,1.37,0.88,0.0,14.0
normal,0.37,1.54,0.83,0.0,13.0
anomaly,70.89,0.1,0.86,1.0,19.0
normal,0.4,1.13,1.0,0.0,14.0
normal,1.82,0.94,0.82,0.0,10.0
normal,5.32,1.57,0.92,0.0,16.0
normal,2.72,1.15,0.96,0.0,12.0
normal,2.02,1.43,0.91,0.0,7.0
normal,4.41,1.81,0.91,0.0,19.0
normal,3.18,1.46,0.94,0.0,21.0
normal,3.86,1.28,0.78,0.0,15.0
normal,5.87,1.31,0.9,0.0,19.0
normal,8.17,1.25,0.86,0.0,22.0
anomaly,234.6,0.13,0.87,1.0,14.0
normal,1.13,1.35,0.82,0.0,22.0
normal,2.3,0.92,0.76,0.0,15.0
normal,1.35,1.16,0.98,0.0,15.0
normal,8.16,1.6,0.77,0.0,21.0
normal,3.46,1.17,0.72,0.0,10.0
normal,10.15,1.21,0.98,0.0,10.0
normal,4.97,0.99,0.86,0.0,10.0
normal,0.87,1.17,0.9,0.0,20.0
normal,0.59,1.65,0.7,0.0,15.0
normal,13.14,1.49,0.93,0.0,20.0
normal,6.74,0.97,0.77,0.0,13.0
normal,4.39,0.9,0.91,0.0,11.0
normal,7.27,0.84,0.74,0.0,11.0
normal,5.48,1.21,0.99,0.0,13.0
normal,20.0,0.7,0.77,0.0,19.0
normal,18.47,1.36,0.83,0.0,8.0
normal,6.02,0.87,0.78,0.0,8.0
normal,0.95,0.89,0.81,0.0,21.0
normal,4.79,1.48,0.93,0.0,20.0
normal,9.16,0.86,0.95,0.0,13.0
normal,4.08,1.04,0.71,0.0,6.0
normal,1.98,1.2,0.91,0.0,13.0
normal,0.21,1.64,0.73,0.0,13.0
normal,0.55,1.64,0.93,0.0,10.0
normal,14.5,1.41,0.79,0.0,14.0
normal,0.56,1.52,0.9,0.0,20.0
normal,3.74,1.31,0.74,0.0,12.0
normal,3.61,0.85,0.82,0.0,21.0
normal,3.07,1.51,0.95,0.0,20.0
normal,3.74,1.12,0.74,0.0,18.0
normal,8.99,1.16,0.71,0.0,7.0
normal,4.3,1.12,0.98,0.0,11.0
normal,20.0,1.41,0.83,0.0,18.0
normal,3.6,0.89,0.83,0.0,13.0
normal,4.01,1.56,0.71,0.0,16.0
normal,2.84,0.3,0.99,0.0,14.0
normal,10.88,1.48,0.8,0.0,22.0
normal,16.84,0.92,0.8,0.0,6.0
normal,9.76,1.21,0.97,0.0,7.0
normal,4.23,1.4,0.92,0.0,18.0
normal,3.09,1.56,0.96,0.0,6.0
normal,2.3,0.93,0.96,0.0,21.0
normal,7.65,1.18,0.91,0.0,15.0
normal,10.67,1.22,0.71,0.0,19.0
normal,9.95,1.8,0.84,0.0,8.0
normal,1.66,0.89,0.73,0.0,8.0
normal,7.35,1.21,0.73,0.0,22.0
normal,0.31,2.0,0.81,0.0,6.0
anomaly,287.68,0.12,0.89,1.0,1.0
normal,2.35,0.87,0.9,0.0,15.0
normal,3.62,1.31,0.72,0.0,7.0
anomaly,299.67,0.17,0.93,1.0,14.0
normal,9.44,1.24,0.78,0.0,11.0
normal,9.46,1.51,0.76,0.0,10.0
normal,2.29,1.26,0.74,0.0,19.0
normal,4.16,1.44,0.8,0.0,7.0
normal,7.9,1.42,0.98,0.0,18.0
normal,10.71,0.95,0.72,0.0,17.0
normal,0.51,1.11,0.84,0.0,6.0
normal,4.84,1.07,0.8,0.0,19.0
normal,3.56,0.78,0.75,0.0,6.0
normal,2.15,1.6,0.76,0.0,21.0
normal,3.41,0.61,0.99,0.0,9.0
normal,0.59,1.06,0.79,0.0,9.0
normal,1.72,0.96,0.89,0.0,8.0
normal,7.28,0.14,0.92,0.0,16.0
normal,5.53,0.89,0.82,0.0,7.0
normal,2.68,0.94,0.94,0.0,12.0
normal,7.99,1.18,0.9,0.0,7.0
normal,3.18,1.3,0.95,0.0,18.0
normal,2.01,1.02,0.91,0.0,11.0
normal,3.72,1.29,0.75,0.0,11.0
normal,4.01,1.03,0.86,0.0,16.0
normal,2.36,0.87,0.9,0.0,12.0
normal,6.02,1.84,0.84,0.0,7.0
normal,8.36,1.56,0.76,0.0,18.0
normal,6.27,1.53,0.87,0.0,18.0
normal,0.94,0.95,0.93,0.0,20.0
normal,20.0,0.79,0.95,0.0,16.0
normal,11.32,1.54,0.89,0.0,19.0
normal,3.89,1.38,0.86,0.0,15.0
normal,8.99,1.29,0.84,0.0,12.0
normal,6.38,0.98,0.76,0.0,10.0
normal,18.33,1.23,0.91,0.0,21.0
normal,2.99,1.32,0.86,0.0,11.0
normal,4.74,1.32,0.88,0.0,20.0
normal,0.98,1.31,0.83,0.0,15.0
normal,8.62,1.33,0.73,0.0,21.0
normal,1.95,1.32,0.8,0.0,14.0
normal,7.17,1.23,0.71,0.0,18.0
normal,11.76,1.44,0.75,0.0,19.0
normal,0.12,1.31,0.77,0.0,20.0
normal,5.19,1.0,0.84,0.0,22.0
normal,3.85,1.24,0.88,0.0,7.0
normal,0.14,0.92,0.73,0.0,22.0
normal,0.06,0.8,0.82,0.0,9.0
normal,2.64,0.96,0.96,0.0,14.0
normal,1.8,1.16,0.96,0.0,17.0
normal,2.19,1.23,0.75,0.0,13.0
anomaly,72.73,0.06,0.71,0.0,5.0
normal,9.18,1.24,0.76,0.0,9.0
normal,13.41,1.31,0.78,0.0,19.0
normal,0.54,1.55,0.95,0.0,11.0
normal,0.37,1.46,0.89,0.0,9.0
normal,5.03,1.53,0.74,0.0,18.0
normal,0.63,1.22,0.77,0.0,16.0
normal,1.01,0.85,0.94,0.0,12.0
normal,9.47,1.04,0.87,0.0,19.0
normal,4.37,0.97,0.74,0.0,21.0
normal,0.16,1.87,0.77,0.0,18.0
normal,2.96,1.62,0.72,0.0,6.0
normal,5.15,1.54,0.97,0.0,8.0
normal,4.96,1.77,0.86,0.0,7.0
normal,2.04,1.7,0.82,0.0,9.0
normal,5.3,0.97,0.99,0.0,8.0
anomaly,48.85,0.11,0.87,1.0,18.0
normal,2.41,0.63,0.78,0.0,15.0
normal,2.38,1.0,0.83,0.0,15.0
normal,3.59,1.19,0.95,0.0,21.0
normal,4.17,1.54,0.83,0.0,18.0
normal,2.34,1.15,0.85,0.0,18.0
normal,2.24,1.88,0.91,0.0,17.0
normal,17.26,1.29,0.86,0.0,11.0
normal,1.66,0.85,0.88,0.0,15.0
normal,1.2,1.13,0.73,0.0,10.0
normal,1.41,1.41,0.88,0.0,18.0
normal,5.87,1.25,0.84,0.0,14.0
normal,13.65,1.08,0.81,0.0,20.0
normal,0.07,0.62,0.97,0.0,13.0
normal,0.83,1.0,0.86,0.0,22.0
normal,0.96,1.81,0.99,0.0,8.0
normal,0.44,1.67,0.75,0.0,19.0
normal,1.33,0.98,0.77,0.0,20.0
normal,6.14,1.25,0.7,0.0,11.0
normal,5.16,1.02,0.89,0.0,10.0
normal,3.67,1.38,0.83,0.0,10.0
normal,2.8,1.79,0.85,0.0,7.0
normal,0.06,0.61,0.78,0.0,14.0
normal,6.97,1.16,0.76,0.0,11.0
normal,0.92,0.63,0.86,0.0,21.0
normal,0.32,0.87,0.96,0.0,11.0
normal,3.29,1.31,0.71,0.0,15.0
normal,1.27,1.43,0.73,0.0,11.0
normal,2.49,1.22,0.71,0.0,11.0
normal,8.03,0.99,0.95,0.0,12.0
normal,5.03,1.15,0.99,0.0,6.0
normal,7.65,1.02,0.97,0.0,20.0
normal,1.47,1.17,0.75,0.0,20.0
normal,7.77,1.34,0.85,0.0,17.0
normal,2.53,1.16,0.8,0.0,21.0
normal,1.71,1.74,0.74,0.0,18.0
normal,0.37,1.13,0.73,0.0,21.0
normal,5.56,0.92,0.87,0.0,22.0
normal,7.29,0.52,0.94,0.0,21.0
normal,4.85,1.41,0.8,0.0,14.0
normal,7.33,1.45,0.91,0.0,18.0
normal,2.38,1.14,0.95,0.0,8.0
normal,2.92,1.21,0.72,0.0,18.0
normal,1.53,1.69,0.92,0.0,18.0
normal,3.68,1.34,0.9,0.0,11.0
normal,3.1,1.38,0.98,0.0,16.0
normal,3.39,1.8,0.9,0.0,19.0
normal,0.54,1.24,0.9,0.0,13.0
normal,9.93,0.6,0.77,0.0,20.0
normal,0.42,1.12,0.76,0.0,19.0
normal,5.31,1.05,0.78,0.0,9.0
normal,1.76,1.32,0.96,0.0,17.0
normal,1.83,1.09,0.83,0.0,15.0
normal,8.02,1.75,0.81,0.0,6.0
normal,3.33,1.8,0.75,0.0,12.0
normal,5.3,1.11,1.0,0.0,16.0
normal,1.27,0.74,0.83,0.0,18.0
normal,0.56,1.21,0.81,0.0,22.0
normal,2.74,1.43,0.9,0.0,16.0
normal,0.86,1.82,0.85,0.0,9.0
normal,3.9,1.06,0.74,0.0,7.0
normal,0.72,1.35,0.78,0.0,16.0
anomaly,90.98,0.07,0.81,1.0,15.0
normal,7.24,1.56,0.82,0.0,22.0
normal,0.97,0.98,0.75,0.0,7.0
normal,1.17,1.29,0.8,0.0,19.0
normal,6.3,1.38,0.86,0.0,10.0
normal,3.59,1.02,0.89,0.0,14.0
normal,7.06,1.74,0.98,0.0,12.0
normal,5.19,1.45,0.89,0.0,16.0
normal,8.07,1.63,0.81,0.0,18.0
normal,1.74,1.07,0.81,0.0,8.0
normal,4.09,1.36,0.73,0.0,22.0
normal,3.66,1.52,0.84,0.0,9.0
normal,0.81,1.39,0.91,0.0,16.0
normal,2.41,0.54,0.75,0.0,14.0
normal,7.89,1.35,0.73,0.0,16.0
normal,1.11,0.85,0.97,0.0,7.0
normal,1.76,1.17,0.77,0.0,17.0
normal,11.2,0.92,0.7,0.0,12.0
normal,7.66,1.6,0.86,0.0,22.0
normal,5.91,0.91,0.95,0.0,9.0
normal,0.04,1.72,1.0,0.0,14.0
normal,8.82,0.95,0.78,0.0,8.0
normal,10.0,1.67,0.95,0.0,15.0
normal,6.82,1.13,0.86,0.0,15.0
normal,1.66,1.1,0.89,0.0,11.0
normal,2.03,1.68,0.96,0.0,22.0
anomaly,9.59,1.13,0.92,0.0,2.0
normal,7.02,1.03,0.88,0.0,18.0
normal,0.8,1.23,0.74,0.0,21.0
normal,0.15,0.92,0.94,0.0,12.0
normal,0.01,1.09,0.95,0.0,18.0
normal,8.1,1.28,0.9,0.0,18.0
normal,20.0,1.9,0.84,0.0,14.0
normal,0.66,0.69,0.76,0.0,22.0
normal,3.19,1.18,0.75,0.0,11.0
normal,13.16,1.55,0.94,0.0,21.0
normal,6.24,1.88,0.95,0.0,8.0
normal,11.6,0.91,0.77,0.0,10.0
normal,3.57,1.47,0.78,0.0,7.0
normal,0.03,0.49,0.88,0.0,7.0
normal,4.22,1.15,0.84,0.0,9.0
normal,10.95,1.44,0.76,0.0,10.0
normal,0.06,1.35,0.89,0.0,18.0
normal,0.92,1.46,0.87,0.0,20.0
normal,6.72,1.48,0.88,0.0,15.0
normal,2.71,1.02,0.74,0.0,10.0
normal,0.51,1.85,0.76,0.0,14.0
normal,7.17,1.11,0.77,0.0,17.0
normal,3.87,0.92,0.96,0.0,17.0
normal,0.97,0.49,0.9,0.0,10.0
normal,0.75,1.22,0.84,0.0,17.0
normal,1.28,1.21,0.86,0.0,11.0
normal,3.06,1.09,0.76,0.0,18.0
normal,5.87,1.18,0.91,0.0,11.0
normal,8.44,1.47,0.99,0.0,10.0
normal,1.77,1.42,0.73,0.0,10.0
normal,2.78,0.8,0.89,0.0,20.0
normal,6.46,0.75,0.93,0.0,9.0
normal,1.09,1.59,0.87,0.0,13.0
normal,1.03,1.16,0.83,0.0,15.0
anomaly,90.82,0.02,0.71,0.0,20.0
normal,5.99,1.73,0.74,0.0,20.0
normal,5.32,1.07,0.86,0.0,15.0
anomaly,2.8,1.2,0.71,0.0,0.0
normal,5.12,0.99,0.84,0.0,17.0
normal,2.51,1.08,0.77,0.0,9.0
normal,0.94,1.91,0.83,0.0,8.0
normal,3.97,1.9,0.92,0.0,7.0
normal,1.77,0.98,0.85,0.0,8.0
normal,3.77,1.15,0.76,0.0,17.0
normal,11.59,1.28,0.82,0.0,17.0
normal,15.44,1.1,0.89,0.0,20.0
normal,0.27,1.47,0.81,0.0,14.0
normal,2.18,1.87,0.97,0.0,16.0
normal,11.85,0.96,0.85,0.0,14.0
normal,15.88,1.35,0.74,0.0,18.0
normal,8.43,1.61,0.89,0.0,16.0
normal,0.39,1.39,0.9,0.0,22.0
normal,2.47,1.05,0.89,0.0,8.0
normal,4.94,1.64,0.76,0.0,12.0
normal,1.69,1.33,0.99,0.0,7.0
normal,0.65,1.05,0.77,0.0,7.0
normal,0.31,1.17,0.73,0.0,11.0
normal,0.18,1.12,0.77,0.0,21.0
normal,0.7,0.75,0.88,0.0,9.0
normal,2.12,1.72,0.98,0.0,12.0
normal,7.42,1.17,0.81,0.0,7.0
normal,4.22,1.42,1.0,0.0,10.0
normal,0.4,1.69,0.7,0.0,11.0
normal,7.3,1.52,0.73,0.0,22.0
normal,7.92,1.22,0.97,0.0,8.0
normal,10.22,1.72,0.95,0.0,12.0
normal,20.0,1.15,0.99,0.0,19.0
anomaly,247.48,0.08,0.84,1.0,10.0
normal,4.34,1.09,0.9,0.0,10.0
normal,2.48,1.12,0.7,0.0,21.0
normal,1.6,1.27,0.95,0.0,19.0
normal,0.02,1.26,0.79,0.0,14.0
normal,3.33,0.83,0.75,0.0,12.0
normal,1.07,1.3,0.92,0.0,19.0
normal,1.64,1.59,0.83,0.0,14.0
normal,13.46,1.17,0.78,0.0,19.0
anomaly,94.8,0.21,0.87,0.0,11.0
normal,1.25,1.52,0.97,0.0,9.0
normal,10.48,1.06,0.91,0.0,20.0
normal,1.71,0.79,0.74,0.0,21.0
normal,1.75,0.89,0.74,0.0,12.0
normal,15.18,1.45,0.97,0.0,19.0
normal,1.28,1.59,0.78,0.0,7.0
normal,15.59,1.25,0.89,0.0,17.0
anomaly,52.72,0.08,0.81,1.0,10.0
normal,0.67,0.97,0.8,0.0,6.0
normal,12.81,1.12,0.95,0.0,7.0
normal,1.85,1.14,0.97,0.0,21.0
normal,8.32,0.84,0.91,0.0,15.0
normal,2.19,1.27,0.9,0.0,18.0
normal,3.53,0.67,0.82,0.0,11.0
normal,3.72,0.86,0.84,0.0,14.0
normal,10.52,1.43,0.84,0.0,6.0
normal,4.55,1.33,0.8,0.0,22.0
normal,8.52,1.53,0.99,0.0,6.0
normal,5.19,1.92,0.9,0.0,6.0
normal,0.8,1.42,0.74,0.0,6.0
normal,0.53,1.34,0.97,0.0,16.0
normal,0.22,1.31,0.88,0.0,11.0
normal,4.5,1.63,0.94,0.0,8.0
normal,2.81,1.11,0.95,0.0,10.0
normal,1.6,1.12,0.72,0.0,10.0
normal,6.44,1.58,0.93,0.0,8.0
normal,12.99,1.17,0.72,0.0,18.0
normal,3.04,1.84,0.72,0.0,13.0
normal,5.66,1.37,0.71,0.0,13.0
normal,0.32,1.0,0.75,0.0,8.0
normal,5.17,1.1,0.92,0.0,18.0
normal,1.24,1.78,0.96,0.0,17.0
normal,16.75,1.54,0.71,0.0,17.0
normal,18.4,1.07,0.9,0.0,18.0
normal,20.0,1.7,1.0,0.0,22.0
normal,6.08,1.05,0.95,0.0,9.0
normal,1.77,0.78,0.73,0.0,17.0
normal,3.44,1.07,0.92,0.0,6.0
normal,9.16,0.67,0.87,0.0,16.0
normal,0.31,0.86,0.89,0.0,19.0
normal,10.43,1.66,0.91,0.0,12.0
normal,6.1,1.27,0.71,0.0,9.0
normal,2.39,1.18,0.86,0.0,14.0
normal,2.03,1.46,0.99,0.0,14.0
normal,5.88,1.3,0.77,0.0,19.0
normal,1.74,1.12,0.95,0.0,18.0
normal,0.01,0.66,0.94,0.0,11.0
normal,7.64,1.0,0.71,0.0,14.0
normal,2.45,0.66,0.88,0.0,21.0
normal,4.07,0.67,0.71,0.0,11.0
normal,3.12,0.99,0.9,0.0,11.0
normal,5.13,1.34,0.84,0.0,10.0
normal,1.68,1.0,0.75,0.0,11.0
normal,5.29,1.84,0.86,0.0,11.0
normal,7.07,0.96,0.85,0.0,21.0
anomaly,39.31,0.23,0.86,0.0,0.0
normal,16.58,1.41,0.87,0.0,15.0
normal,3.75,1.06,0.75,0.0,7.0
normal,0.84,1.59,0.92,0.0,6.0
normal,1.59,1.1,0.86,0.0,19.0
normal,3.08,0.81,0.75,0.0,20.0
normal,2.44,1.14,0.72,0.0,13.0
normal,4.57,1.07,0.9,0.0,12.0
normal,4.65,1.44,0.98,0.0,13.0
normal,5.57,0.78,0.78,0.0,8.0
normal,0.55,1.14,0.86,0.0,18.0
normal,5.64,1.55,0.72,0.0,13.0
normal,3.13,1.83,0.97,0.0,21.0
normal,14.72,0.97,0.83,0.0,17.0
normal,2.11,1.05,0.74,0.0,9.0
normal,6.51,1.26,0.8,0.0,11.0
normal,1.52,1.58,0.86,0.0,14.0
normal,3.02,1.06,0.82,0.0,9.0
normal,2.0,1.82,0.98,0.0,11.0
normal,5.9,1.35,0.83,0.0,15.0
normal,0.49,1.43,0.8,0.0,10.0
normal,11.61,1.24,0.88,0.0,22.0
normal,0.94,1.46,0.83,0.0,16.0
normal,6.53,1.57,1.0,0.0,20.0
normal,16.91,1.26,0.99,0.0,10.0
normal,6.38,1.97,0.72,0.0,16.0
normal,3.38,1.65,0.89,0.0,18.0
normal,7.32,1.51,0.93,0.0,15.0
normal,11.57,1.71,0.91,0.0,8.0
normal,3.2,1.23,0.79,0.0,14.0
normal,0.58,0.7,0.97,0.0,20.0
normal,7.07,1.36,0.71,0.0,16.0
normal,11.19,1.0,0.74,0.0,10.0
normal,7.53,1.62,0.97,0.0,21.0
normal,0.14,1.11,0.71,0.0,7.0
normal,2.1,1.0,0.95,0.0,22.0
normal,2.93,1.7,0.83,0.0,15.0
normal,6.68,1.41,0.81,0.0,10.0
anomaly,103.12,0.19,0.6,0.0,0.0
normal,0.49,1.09,0.7,0.0,14.0
normal,5.1,0.94,0.72,0.0,14.0
normal,5.45,1.1,0.9,0.0,10.0
normal,5.73,1.81,0.75,0.0,12.0
anomaly,251.48,0.0,0.9,1.0,18.0
normal,5.0,1.01,0.87,0.0,21.0
normal,2.39,1.24,0.89,0.0,15.0
normal,6.16,1.01,0.74,0.0,10.0
normal,20.0,1.6,0.84,0.0,14.0
normal,0.34,1.76,0.94,0.0,18.0
normal,4.84,1.35,0.78,0.0,20.0
normal,2.06,0.92,0.84,0.0,9.0
normal,10.65,1.05,0.73,0.0,8.0
normal,0.38,1.05,0.99,0.0,12.0
normal,0.14,1.19,0.98,0.0,10.0
normal,3.73,0.86,0.89,0.0,11.0
anomaly,32.84,0.11,0.9,0.0,8.0
normal,1.57,1.15,0.92,0.0,11.0
normal,15.06,1.34,0.98,0.0,18.0
normal,7.29,0.81,0.95,0.0,7.0
normal,7.33,1.1,0.97,0.0,6.0
normal,20.0,1.14,0.9,0.0,15.0
normal,9.72,1.0,0.86,0.0,11.0
normal,7.04,1.65,0.87,0.0,15.0
normal,0.06,0.56,0.95,0.0,16.0
normal,14.74,0.89,0.92,0.0,20.0
normal,3.0,1.64,0.95,0.0,11.0
normal,9.31,1.16,0.77,0.0,14.0
normal,1.4,1.48,0.8,0.0,14.0
normal,0.44,1.38,0.85,0.0,19.0
normal,13.5,1.13,0.94,0.0,22.0
normal,1.68,1.79,0.75,0.0,10.0
normal,4.06,1.13,0.82,0.0,16.0
normal,7.61,0.81,0.84,0.0,19.0
normal,0.36,1.18,0.92,0.0,15.0
normal,8.02,1.08,1.0,0.0,17.0
normal,2.14,1.03,0.93,0.0,11.0
normal,3.76,0.82,0.71,0.0,21.0
normal,15.43,0.97,0.8,0.0,18.0
normal,9.92,1.4,0.96,0.0,18.0
normal,6.5,1.34,0.84,0.0,9.0
normal,2.41,1.49,0.82,0.0,14.0
normal,10.32,1.48,0.86,0.0,7.0
normal,3.97,0.99,0.72,0.0,16.0
normal,6.77,1.58,0.78,0.0,14.0
normal,1.4,1.31,0.87,0.0,18.0
normal,9.23,1.55,0.82,0.0,22.0
normal,2.24,1.34,0.91,0.0,13.0
normal,2.01,1.04,0.73,0.0,9.0
normal,0.4,1.63,0.79,0.0,9.0
normal,2.85,0.33,0.72,0.0,16.0
normal,7.41,0.84,0.84,0.0,10.0
normal,5.9,1.76,0.94,0.0,17.0
normal,3.83,1.44,0.8,0.0,12.0
normal,1.31,1.22,0.91,0.0,19.0
normal,15.03,1.71,0.99,0.0,14.0
normal,2.49,1.11,0.8,0.0,14.0
normal,2.04,1.72,0.96,0.0,14.0
normal,1.18,1.36,0.75,0.0,6.0
normal,3.3,1.35,0.75,0.0,20.0
normal,3.09,0.7,0.86,0.0,6.0
normal,0.95,1.13,0.96,0.0,16.0
normal,3.01,0.94,0.74,0.0,7.0
normal,3.87,1.18,0.82,0.0,18.0
anomaly,278.54,0.17,0.89,1.0,15.0
normal,11.51,0.96,0.98,0.0,9.0
anomaly,9.15,0.94,0.83,0.0,3.0
normal,2.99,1.05,0.73,0.0,17.0
normal,0.52,0.95,0.72,0.0,11.0
normal,0.5,1.24,0.78,0.0,14.0
normal,2.41,1.36,0.8,0.0,13.0
anomaly,49.6,0.19,0.7,0.0,8.0
normal,1.63,1.07,0.79,0.0,12.0
normal,1.55,1.17,0.73,0.0,10.0
normal,5.76,1.15,0.72,0.0,6.0
normal,0.01,1.42,0.82,0.0,14.0
normal,0.97,0.71,0.7,0.0,17.0
normal,0.38,0.6,0.92,0.0,14.0
normal,10.65,1.33,0.72,0.0,6.0
normal,3.98,1.05,0.93,0.0,12.0
normal,3.15,0.69,0.75,0.0,13.0
normal,1.09,0.99,0.78,0.0,9.0
anomaly,5.01,1.12,0.64,0.0,5.0
normal,5.0,1.31,0.76,0.0,11.0
normal,1.26,1.36,0.76,0.0,21.0
normal,0.99,1.12,0.71,0.0,14.0
normal,3.01,1.66,0.97,0.0,10.0
normal,7.27,1.65,0.79,0.0,20.0
normal,6.12,0.99,0.77,0.0,14.0
normal,6.7,1.03,0.77,0.0,14.0
normal,5.25,0.48,0.97,0.0,19.0
normal,2.07,1.28,0.97,0.0,7.0
normal,1.67,1.38,0.71,0.0,14.0
normal,20.0,1.13,0.85,0.0,20.0
normal,6.97,1.17,0.88,0.0,7.0
anomaly,2.37,1.11,0.81,0.0,1.0
normal,8.81,0.93,0.81,0.0,8.0
normal,3.69,1.02,0.85,0.0,7.0
normal,0.21,0.71,0.81,0.0,7.0
normal,1.35,1.18,0.77,0.0,6.0
normal,2.91,0.89,0.78,0.0,20.0
anomaly,5.63,1.18,1.0,0.0,23.0
normal,5.0,1.43,0.91,0.0,11.0
normal,5.73,1.43,1.0,0.0,8.0
normal,0.26,1.27,0.71,0.0,20.0
normal,1.07,1.49,0.95,0.0,19.0
normal,8.96,1.62,0.89,0.0,18.0
normal,9.63,1.4,0.93,0.0,9.0
normal,5.54,1.52,1.0,0.0,10.0
normal,12.86,1.14,0.9,0.0,6.0
normal,5.97,1.28,0.72,0.0,15.0
normal,5.0,1.69,0.91,0.0,21.0
normal,2.91,1.33,0.76,0.0,16.0
normal,10.64,0.88,0.92,0.0,18.0
normal,0.28,1.17,0.95,0.0,21.0
normal,5.78,1.3,0.82,0.0,22.0
normal,1.66,1.55,0.73,0.0,8.0
normal,0.01,1.4,0.72,0.0,9.0
normal,3.37,1.63,0.73,0.0,12.0
normal,2.5,0.93,0.97,0.0,9.0
normal,4.29,1.07,0.79,0.0,16.0
normal,5.51,1.34,0.82,0.0,6.0
normal,18.02,1.62,0.82,0.0,18.0
normal,1.4,1.8,0.97,0.0,22.0
anomaly,8.78,1.2,0.99,0.0,3.0
normal,6.8,1.07,0.8,0.0,21.0
normal,2.07,1.56,0.84,0.0,21.0
normal,0.36,1.38,0.82,0.0,9.0
normal,3.58,0.94,0.99,0.0,16.0
normal,4.14,1.43,0.92,0.0,20.0
normal,1.29,1.5,0.9,0.0,13.0
normal,4.76,1.05,0.83,0.0,8.0
anomaly,76.01,0.25,0.93,0.0,0.0
normal,9.61,0.63,0.75,0.0,19.0
normal,2.52,1.39,0.92,0.0,18.0
normal,1.37,0.93,0.71,0.0,22.0
normal,19.77,1.59,0.81,0.0,14.0
normal,2.31,1.29,0.94,0.0,7.0
normal,0.43,1.31,0.83,0.0,15.0
normal,3.26,1.34,0.88,0.0,9.0
normal,0.17,1.34,0.78,0.0,21.0
normal,2.2,1.64,0.89,0.0,13.0
normal,6.65,0.96,0.78,0.0,10.0
normal,3.23,1.35,0.71,0.0,9.0
anomaly,93.19,0.03,0.82,1.0,12.0
normal,0.57,1.11,0.73,0.0,16.0
normal,20.0,1.56,0.83,0.0,7.0
anomaly,116.98,0.27,0.75,0.0,19.0
normal,1.36,1.13,0.77,0.0,22.0
normal,6.75,1.97,0.81,0.0,17.0
normal,0.62,1.0,0.82,0.0,15.0
normal,9.85,1.62,0.83,0.0,6.0
normal,5.75,1.26,0.95,0.0,8.0
anomaly,3.39,1.11,0.84,0.0,23.0
normal,4.15,1.29,0.71,0.0,6.0
normal,0.35,1.29,0.99,0.0,7.0
normal,2.54,1.1,0.77,0.0,14.0
normal,1.39,1.4,0.81,0.0,6.0
normal,8.13,1.55,0.93,0.0,21.0
normal,0.77,1.08,0.87,0.0,13.0
normal,8.02,1.22,0.72,0.0,14.0
normal,0.29,1.07,0.74,0.0,16.0
normal,11.13,1.69,0.75,0.0,9.0
normal,3.51,0.71,0.72,0.0,10.0
normal,8.16,0.51,0.74,0.0,11.0
anomaly,74.38,0.06,0.98,1.0,17.0
normal,2.89,0.74,0.9,0.0,14.0
normal,1.96,0.77,0.91,0.0,18.0
normal,3.65,0.88,0.87,0.0,15.0
normal,0.97,1.68,0.92,0.0,20.0
